target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
KAI3641540.1	-	290	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0026	32.4	2.4	1	2	0.028	3.9e+03	12.6	0.5	3	27	203	227	201	241	0.83	hypothetical protein MIR68_000414 [Amoeboaphelidium protococcarum]	Amoeboaphelidium protococcarum
KAI3641540.1	-	290	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0026	32.4	2.4	2	2	0.00043	59	18.4	0.1	37	62	257	280	254	283	0.87	hypothetical protein MIR68_000414 [Amoeboaphelidium protococcarum]	Amoeboaphelidium protococcarum
KAH9167930.1	-	440	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0026	32.4	0.2	1	2	0.038	5.2e+03	12.2	0.0	4	28	311	335	308	354	0.82	hypothetical protein EDB89DRAFT_1994823 [Lactarius sanguifluus]	Lactarius sanguifluus
KAH9167930.1	-	440	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0026	32.4	0.2	2	2	0.0014	1.9e+02	16.8	0.3	38	63	375	398	364	400	0.82	hypothetical protein EDB89DRAFT_1994823 [Lactarius sanguifluus]	Lactarius sanguifluus
CAG4709349.1	-	892	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0026	32.4	13.7	1	1	1.2e-07	0.017	29.8	8.4	5	51	736	782	733	790	0.92	unnamed protein product [Naegleria fowleri]	Naegleria fowleri
PPR04200.1	-	622	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0026	32.4	3.9	1	2	0.00066	91	17.8	0.5	3	28	478	503	476	536	0.82	hypothetical protein CVT24_010748 [Panaeolus cyanescens]	Panaeolus cyanescens
PPR04200.1	-	622	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0026	32.4	3.9	2	2	0.0056	7.7e+02	14.9	0.2	38	63	559	582	549	584	0.81	hypothetical protein CVT24_010748 [Panaeolus cyanescens]	Panaeolus cyanescens
XP_028542602.1	-	805	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0027	32.3	3.1	1	2	2e-08	0.0027	32.3	3.1	3	46	575	620	573	628	0.84	hypothetical protein, conserved [Plasmodium gonderi]	Plasmodium gonderi
XP_028542602.1	-	805	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0027	32.3	3.1	2	2	0.5	6.9e+04	8.6	1.3	31	62	771	800	759	803	0.73	hypothetical protein, conserved [Plasmodium gonderi]	Plasmodium gonderi
RCH78710.1	-	429	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0027	32.3	0.7	1	1	8.3e-08	0.011	30.3	0.7	3	62	352	415	350	418	0.76	hypothetical protein CU098_001151, partial [Rhizopus stolonifer]	Rhizopus stolonifer
KAF8840972.1	-	337	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0027	32.3	9.9	1	2	0.014	2e+03	13.6	1.7	3	28	221	246	219	268	0.87	hypothetical protein BDN67DRAFT_996455 [Paxillus ammoniavirescens]	Paxillus ammoniavirescens
KAF8840972.1	-	337	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0027	32.3	9.9	2	2	2.6e-05	3.5	22.4	1.9	27	63	272	306	264	308	0.80	hypothetical protein BDN67DRAFT_996455 [Paxillus ammoniavirescens]	Paxillus ammoniavirescens
EMD37051.1	-	700	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	6.1	1	2	0.0026	3.5e+02	15.9	0.1	3	27	550	574	548	581	0.90	hypothetical protein CERSUDRAFT_114952 [Gelatoporia subvermispora B]	Gelatoporia subvermispora B
EMD37051.1	-	700	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	6.1	2	2	0.00061	83	18.0	0.3	33	63	632	660	625	662	0.79	hypothetical protein CERSUDRAFT_114952 [Gelatoporia subvermispora B]	Gelatoporia subvermispora B
XP_040762616.1	-	659	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	2.4	1	2	0.0076	1e+03	14.4	0.2	3	32	523	552	521	577	0.80	uncharacterized protein LAESUDRAFT_727450 [Laetiporus sulphureus 93-53]	Laetiporus sulphureus 93-53
XP_040762616.1	-	659	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	2.4	2	2	0.0015	2e+02	16.7	0.2	31	62	590	619	585	622	0.82	uncharacterized protein LAESUDRAFT_727450 [Laetiporus sulphureus 93-53]	Laetiporus sulphureus 93-53
XP_013112991.1	-	250	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	0.3	1	1	5.7e-08	0.0078	30.9	0.3	16	63	175	221	164	223	0.86	PREDICTED: uncharacterized protein LOC106091112 [Stomoxys calcitrans]	Stomoxys calcitrans
KAH8052795.1	-	747	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	1.9	1	1	7.1e-08	0.0098	30.5	0.3	3	58	481	535	479	536	0.81	hypothetical protein JL722_9929 [Aureococcus anophagefferens]	Aureococcus anophagefferens
KIK57588.1	-	980	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	1.7	1	2	0.0013	1.8e+02	16.9	0.0	2	28	797	824	796	831	0.87	hypothetical protein GYMLUDRAFT_753315 [Collybiopsis luxurians FD-317 M1]	Collybiopsis luxurians FD-317 M1
KIK57588.1	-	980	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	1.7	2	2	0.022	3e+03	13.0	0.5	33	62	913	939	904	942	0.75	hypothetical protein GYMLUDRAFT_753315 [Collybiopsis luxurians FD-317 M1]	Collybiopsis luxurians FD-317 M1
KAJ6662170.1	-	83	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	0.0	1	1	3.5e-08	0.0048	31.5	0.0	22	63	4	40	3	42	0.83	hypothetical protein lerEdw1_012636 [Lerista edwardsae]	Lerista edwardsae
KAF8259412.1	-	424	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	0.4	1	2	0.026	3.5e+03	12.7	0.0	4	28	280	305	277	319	0.78	hypothetical protein EI94DRAFT_1668927 [Lactarius quietus]	Lactarius quietus
KAF8259412.1	-	424	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0028	32.3	0.4	2	2	0.0016	2.2e+02	16.6	0.2	33	62	354	381	333	384	0.83	hypothetical protein EI94DRAFT_1668927 [Lactarius quietus]	Lactarius quietus
KAJ3992510.1	-	580	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0029	32.2	2.5	1	2	0.00064	88	17.9	0.4	4	33	406	436	403	473	0.83	hypothetical protein F5050DRAFT_908211 [Lentinula boryana]	Lentinula boryana
KAJ3992510.1	-	580	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0029	32.2	2.5	2	2	0.03	4.2e+03	12.5	0.1	35	62	515	539	505	542	0.78	hypothetical protein F5050DRAFT_908211 [Lentinula boryana]	Lentinula boryana
RXK36537.1	-	688	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0029	32.2	7.6	1	2	0.0045	6.1e+02	15.2	0.3	3	27	538	562	536	565	0.91	hypothetical protein M231_06196 [Tremella mesenterica]	Tremella mesenterica
RXK36537.1	-	688	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0029	32.2	7.6	2	2	0.00027	37	19.1	0.4	28	63	625	657	620	659	0.78	hypothetical protein M231_06196 [Tremella mesenterica]	Tremella mesenterica
KAJ3052706.1	-	646	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0029	32.2	2.7	1	1	1.2e-07	0.016	29.8	2.7	3	62	554	619	552	622	0.73	hypothetical protein HK097_005831 [Rhizophlyctis rosea]	Rhizophlyctis rosea
KAJ3286275.1	-	816	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0029	32.2	2.5	1	1	1e-07	0.014	30.0	2.5	3	63	723	789	721	791	0.75	hypothetical protein HK104_009123 [Borealophlyctis nickersoniae]	Borealophlyctis nickersoniae
GBF91247.1	-	760	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	0.4	1	2	0.02	2.8e+03	13.1	0.0	4	28	607	631	603	637	0.80	hypothetical protein Rsub_03567 [Raphidocelis subcapitata]	Raphidocelis subcapitata
GBF91247.1	-	760	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	0.4	2	2	0.0019	2.6e+02	16.4	0.1	37	63	687	711	684	713	0.83	hypothetical protein Rsub_03567 [Raphidocelis subcapitata]	Raphidocelis subcapitata
KAH9022029.1	-	346	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	0.1	1	2	0.059	8.1e+03	11.6	0.0	4	28	217	241	214	260	0.82	hypothetical protein EDB85DRAFT_394565 [Lactarius pseudohatsudake]	Lactarius pseudohatsudake
KAH9022029.1	-	346	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	0.1	2	2	0.0011	1.4e+02	17.2	0.2	38	63	281	304	272	306	0.82	hypothetical protein EDB85DRAFT_394565 [Lactarius pseudohatsudake]	Lactarius pseudohatsudake
MBQ9858156.1	-	1078	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	32.2	1	8	7.4	1e+06	4.9	0.1	13	29	590	606	586	615	0.79	hypothetical protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBQ9858156.1	-	1078	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	32.2	2	8	2.7	3.7e+05	6.3	0.0	14	30	642	658	638	678	0.83	hypothetical protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBQ9858156.1	-	1078	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	32.2	3	8	2.4	3.3e+05	6.4	0.1	12	30	692	710	687	725	0.79	hypothetical protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBQ9858156.1	-	1078	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	32.2	4	8	2	2.8e+05	6.7	0.5	11	30	794	813	789	821	0.81	hypothetical protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBQ9858156.1	-	1078	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	32.2	5	8	3.7	5.1e+05	5.8	0.2	13	29	846	862	843	871	0.79	hypothetical protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBQ9858156.1	-	1078	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	32.2	6	8	6.9	9.4e+05	5.0	0.0	13	30	898	915	893	930	0.80	hypothetical protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBQ9858156.1	-	1078	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	32.2	7	8	9.7	1.3e+06	4.5	0.2	13	29	1001	1017	998	1026	0.78	hypothetical protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBQ9858156.1	-	1078	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	32.2	8	8	3.7	5.1e+05	5.8	0.2	13	30	1053	1070	1050	1077	0.81	hypothetical protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
XP_051431599.1	-	434	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	0.7	1	1	8.4e-08	0.011	30.3	0.7	3	62	357	420	355	423	0.76	uncharacterized protein B0P05DRAFT_555708 [Gilbertella persicaria]	Gilbertella persicaria
KII85752.1	-	659	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	2.5	1	2	0.011	1.6e+03	13.9	0.1	3	28	517	542	515	552	0.85	hypothetical protein PLICRDRAFT_93949 [Plicaturopsis crispa FD-325 SS-3]	Plicaturopsis crispa FD-325 SS-3
KII85752.1	-	659	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.003	32.2	2.5	2	2	0.00088	1.2e+02	17.4	0.3	38	63	596	619	588	621	0.82	hypothetical protein PLICRDRAFT_93949 [Plicaturopsis crispa FD-325 SS-3]	Plicaturopsis crispa FD-325 SS-3
KAI3646191.1	-	290	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0031	32.1	2.3	1	2	0.035	4.7e+03	12.3	0.5	3	27	203	227	201	241	0.83	hypothetical protein MP228_009119 [Amoeboaphelidium protococcarum]	Amoeboaphelidium protococcarum
KAI3646191.1	-	290	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0031	32.1	2.3	2	2	0.00043	59	18.4	0.1	37	62	257	280	254	283	0.87	hypothetical protein MP228_009119 [Amoeboaphelidium protococcarum]	Amoeboaphelidium protococcarum
XP_018260830.1	-	941	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0031	32.1	1.3	1	2	0.0012	1.7e+02	17.0	0.4	4	28	795	819	792	835	0.90	hypothetical protein I303_06546 [Kwoniella dejecticola CBS 10117]	Kwoniella dejecticola CBS 10117
XP_018260830.1	-	941	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0031	32.1	1.3	2	2	0.024	3.4e+03	12.8	0.0	36	62	852	876	843	879	0.80	hypothetical protein I303_06546 [Kwoniella dejecticola CBS 10117]	Kwoniella dejecticola CBS 10117
XP_020430557.1	-	391	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0031	32.1	8.0	1	2	0.029	3.9e+03	12.6	0.7	3	22	345	364	343	364	0.89	hypothetical protein PPL_09084 [Heterostelium album PN500]	Heterostelium album PN500
XP_020430557.1	-	391	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0031	32.1	8.0	2	2	1.3e-05	1.7	23.3	1.9	40	62	363	383	363	386	0.93	hypothetical protein PPL_09084 [Heterostelium album PN500]	Heterostelium album PN500
KAH0830404.1	-	351	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0032	32.1	4.4	1	2	0.0094	1.3e+03	14.1	0.1	3	27	234	258	232	265	0.89	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Lanmaoa asiatica]	Lanmaoa asiatica
KAH0830404.1	-	351	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0032	32.1	4.4	2	2	0.00039	53	18.6	0.8	30	63	289	320	284	322	0.78	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Lanmaoa asiatica]	Lanmaoa asiatica
XP_009550436.1	-	146	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0032	32.1	3.6	1	2	0.00029	39	19.0	0.0	4	28	25	49	21	62	0.82	hypothetical protein HETIRDRAFT_324863, partial [Heterobasidion irregulare TC 32-1]	Heterobasidion irregulare TC 32-1
XP_009550436.1	-	146	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0032	32.1	3.6	2	2	0.014	1.9e+03	13.6	0.1	35	61	77	101	69	105	0.81	hypothetical protein HETIRDRAFT_324863, partial [Heterobasidion irregulare TC 32-1]	Heterobasidion irregulare TC 32-1
XP_019845263.2	-	580	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0032	32.1	0.3	1	1	9.8e-08	0.013	30.1	0.3	16	63	503	550	497	552	0.83	uncharacterized protein LOC105224729 [Bactrocera dorsalis]	Bactrocera dorsalis
KAJ1993855.1	-	288	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0033	32.1	6.0	1	2	3.8e-05	5.2	21.8	0.1	3	28	165	190	163	210	0.89	hypothetical protein H4R33_000491 [Dimargaris cristalligena]	Dimargaris cristalligena
KAJ1993855.1	-	288	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0033	32.1	6.0	2	2	0.027	3.7e+03	12.7	0.0	36	63	255	280	245	282	0.82	hypothetical protein H4R33_000491 [Dimargaris cristalligena]	Dimargaris cristalligena
KAG5357753.1	-	405	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0033	32.0	2.0	1	2	0.0047	6.4e+02	15.1	0.1	2	27	282	307	281	314	0.92	hypothetical protein CJU89_4221 [Yarrowia sp. B02]	Yarrowia sp. B02
KAG5357753.1	-	405	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0033	32.0	2.0	2	2	0.0029	4e+02	15.8	0.2	35	62	332	357	323	360	0.84	hypothetical protein CJU89_4221 [Yarrowia sp. B02]	Yarrowia sp. B02
THH31379.1	-	485	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0034	32.0	5.6	1	2	0.0018	2.5e+02	16.4	0.5	4	30	377	403	373	414	0.78	hypothetical protein EUX98_g2815 [Antrodiella citrinella]	Antrodiella citrinella
THH31379.1	-	485	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0034	32.0	5.6	2	2	0.00087	1.2e+02	17.4	0.5	35	64	439	466	430	467	0.79	hypothetical protein EUX98_g2815 [Antrodiella citrinella]	Antrodiella citrinella
MBQ3301205.1	-	434	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0035	32.0	1.1	1	3	0.57	7.9e+04	8.4	0.0	15	32	19	36	16	61	0.80	hypothetical protein [Eggerthellaceae bacterium]	Eggerthellaceae bacterium
MBQ3301205.1	-	434	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0035	32.0	1.1	2	3	0.37	5e+04	9.0	0.0	15	31	70	86	67	100	0.81	hypothetical protein [Eggerthellaceae bacterium]	Eggerthellaceae bacterium
MBQ3301205.1	-	434	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0035	32.0	1.1	3	3	0.12	1.6e+04	10.6	0.0	15	36	317	338	315	361	0.71	hypothetical protein [Eggerthellaceae bacterium]	Eggerthellaceae bacterium
XP_052929879.1	-	786	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0035	32.0	3.7	1	2	3	4.1e+05	6.1	0.2	3	27	671	695	669	700	0.89	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Fimicolochytrium jonesii]	Fimicolochytrium jonesii
XP_052929879.1	-	786	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0035	32.0	3.7	2	2	2.2e-06	0.3	25.8	0.4	31	63	719	749	713	751	0.85	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Fimicolochytrium jonesii]	Fimicolochytrium jonesii
KAI0827288.1	-	677	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0036	31.9	1.5	1	2	0.028	3.8e+03	12.6	0.2	3	28	552	577	549	584	0.86	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Trametes gibbosa]	Trametes gibbosa
KAI0827288.1	-	677	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0036	31.9	1.5	2	2	0.00078	1.1e+02	17.6	0.1	35	63	612	638	603	640	0.82	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Trametes gibbosa]	Trametes gibbosa
KAI8989045.1	-	682	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0036	31.9	1.5	1	2	0.011	1.6e+03	13.9	0.1	3	27	555	579	552	584	0.86	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Trametes punicea]	Trametes punicea
KAI8989045.1	-	682	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0036	31.9	1.5	2	2	0.0018	2.5e+02	16.4	0.1	33	62	615	642	604	645	0.76	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Trametes punicea]	Trametes punicea
KAI9065185.1	-	690	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0036	31.9	1.9	1	2	0.011	1.4e+03	14.0	0.1	3	28	561	586	559	593	0.87	hypothetical protein FKP32DRAFT_1590675 [Trametes sanguinea]	Trametes sanguinea
KAI9065185.1	-	690	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0036	31.9	1.9	2	2	0.0021	2.9e+02	16.2	0.2	34	63	624	651	611	653	0.76	hypothetical protein FKP32DRAFT_1590675 [Trametes sanguinea]	Trametes sanguinea
TBU17633.1	-	86	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0036	31.9	1.3	1	1	4.7e-08	0.0064	31.1	1.3	4	59	15	59	12	62	0.89	hypothetical protein CWI38_0277p0020 [Hamiltosporidium tvaerminnensis]	Hamiltosporidium tvaerminnensis
KAH9270267.1	-	484	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0037	31.9	3.8	1	1	2.7e-07	0.037	28.7	3.8	3	62	378	446	375	449	0.71	hypothetical protein BASA83_007606 [Batrachochytrium salamandrivorans]	Batrachochytrium salamandrivorans
XP_012187594.1	-	477	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0038	31.9	0.3	1	1	2.7e-08	0.0038	31.9	0.3	8	63	391	452	386	454	0.79	hypothetical protein PHSY_001576 [Pseudozyma hubeiensis SY62]	Pseudozyma hubeiensis SY62
XP_037933918.1	-	564	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0038	31.9	0.2	1	1	1.3e-07	0.017	29.7	0.2	15	63	489	537	477	539	0.81	myb-like protein D [Teleopsis dalmanni]	Teleopsis dalmanni
XP_025267224.1	-	520	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0038	31.9	0.5	1	1	7.3e-08	0.01	30.5	0.5	21	63	140	177	137	179	0.89	uncharacterized protein LOC105254773 isoform X2 [Camponotus floridanus]	Camponotus floridanus
KAH7340865.1	-	707	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0038	31.8	6.5	1	2	0.00098	1.3e+02	17.3	0.1	3	28	563	588	561	593	0.89	hypothetical protein B0J17DRAFT_653099 [Rhizoctonia solani]	Rhizoctonia solani
KAH7340865.1	-	707	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0038	31.8	6.5	2	2	0.0017	2.3e+02	16.5	0.1	32	63	637	665	631	667	0.83	hypothetical protein B0J17DRAFT_653099 [Rhizoctonia solani]	Rhizoctonia solani
KAG2485345.1	-	1383	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0039	31.8	0.0	1	2	0.021	2.9e+03	13.0	0.0	3	27	1272	1296	1270	1305	0.89	hypothetical protein HYH03_015926 [Edaphochlamys debaryana]	Edaphochlamys debaryana
KAG2485345.1	-	1383	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0039	31.8	0.0	2	2	0.0023	3.2e+02	16.1	0.0	39	63	1349	1371	1342	1373	0.85	hypothetical protein HYH03_015926 [Edaphochlamys debaryana]	Edaphochlamys debaryana
KAI5123623.1	-	515	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0039	31.8	7.4	1	2	0.0028	3.8e+02	15.8	0.1	4	27	393	416	390	424	0.85	hypothetical protein M0805_003437 [Coniferiporia weirii]	Coniferiporia weirii
KAI5123623.1	-	515	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0039	31.8	7.4	2	2	0.00031	42	18.9	0.7	40	63	450	471	438	473	0.87	hypothetical protein M0805_003437 [Coniferiporia weirii]	Coniferiporia weirii
GAT58532.1	-	631	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.004	31.8	2.8	1	2	0.0029	3.9e+02	15.8	0.1	4	28	511	536	508	544	0.80	predicted protein [Mycena chlorophos]	Mycena chlorophos
GAT58532.1	-	631	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.004	31.8	2.8	2	2	0.0049	6.7e+02	15.0	0.3	35	62	564	589	559	592	0.78	predicted protein [Mycena chlorophos]	Mycena chlorophos
KAI4379299.1	-	636	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.004	31.8	1.2	1	1	9.1e-08	0.013	30.2	1.2	3	51	573	625	571	635	0.74	hypothetical protein MLD38_005616 [Melastoma candidum]	Melastoma candidum
KAI4379298.1	-	635	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.004	31.8	1.2	1	1	9.1e-08	0.013	30.2	1.2	3	51	572	624	570	634	0.74	hypothetical protein MLD38_005616 [Melastoma candidum]	Melastoma candidum
KAF9359695.1	-	873	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.004	31.8	14.2	1	2	0.00068	93	17.8	1.5	3	25	747	769	745	773	0.91	hypothetical protein BGX26_011643 [Mortierella sp. AD094]	Mortierella sp. AD094
KAF9359695.1	-	873	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.004	31.8	14.2	2	2	3.7e-05	5	21.9	0.1	29	63	798	830	794	832	0.86	hypothetical protein BGX26_011643 [Mortierella sp. AD094]	Mortierella sp. AD094
KAI3635385.1	-	288	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0041	31.7	2.0	1	2	0.045	6.1e+03	12.0	0.4	3	26	202	225	200	237	0.86	hypothetical protein MIR68_006951 [Amoeboaphelidium protococcarum]	Amoeboaphelidium protococcarum
KAI3635385.1	-	288	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0041	31.7	2.0	2	2	0.00042	58	18.5	0.1	37	62	255	278	252	281	0.87	hypothetical protein MIR68_006951 [Amoeboaphelidium protococcarum]	Amoeboaphelidium protococcarum
KAF7306020.1	-	626	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0041	31.7	2.8	1	2	0.0028	3.9e+02	15.8	0.1	4	28	506	531	503	539	0.80	SAE2 domain-containing protein [Mycena chlorophos]	Mycena chlorophos
KAF7306020.1	-	626	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0041	31.7	2.8	2	2	0.0049	6.7e+02	15.1	0.3	35	62	559	584	554	587	0.78	SAE2 domain-containing protein [Mycena chlorophos]	Mycena chlorophos
KAI0772953.1	-	689	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0041	31.7	2.5	1	2	0.015	2.1e+03	13.5	0.3	3	27	563	587	561	593	0.87	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Trametes elegans]	Trametes elegans
KAI0772953.1	-	689	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0041	31.7	2.5	2	2	0.001	1.4e+02	17.2	0.1	39	63	628	650	619	652	0.80	DNA repair protein endonuclease SAE2/CtIP C-terminus-domain-containing protein [Trametes elegans]	Trametes elegans
KHJ94967.1	-	216	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0042	31.7	0.1	1	2	6.3e-06	0.87	24.3	0.0	4	63	106	163	103	165	0.89	hypothetical protein OESDEN_05094 [Oesophagostomum dentatum]	Oesophagostomum dentatum
KHJ94967.1	-	216	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	0.0042	31.7	0.1	2	2	4.9	6.7e+05	5.4	0.1	43	62	164	182	162	185	0.71	hypothetical protein OESDEN_05094 [Oesophagostomum dentatum]	Oesophagostomum dentatum
